chr	start	end	sample	ref_A	ref_T	ref_AT	ref_CpG	read_depth	A_denom	AT_denom	CpG_denom	bin_bp_denom	m6A_count	mCG_count_raw	mCG_count	MSP_bp	nuc_bp	mCG_PASS_n	mCG_EDGE_plus2_n	mCG_FAIL_excess_n	m6A_per_A	m6A_per_AT	mCG_per_CpG	MSP_fraction	nuc_fraction
chr9	46302770	46307770	PAN027Pat_iPSC	1511	1618	3129	70	10	15110	31290	700	50000	299	585	585	25330	480300	10	0	0	0.019788	0.009556	0.835714	0.506600	9.606000
chr9	47047770	47052770	PAN027Pat_iPSC	1504	1612	3116	74	5	7520	15580	370	25000	79	283	283	2900	130245	5	0	0	0.010505	0.005071	0.764865	0.116000	5.209800
chr9	45347770	45352770	PAN027Pat_iPSC	1493	1637	3130	66	5	7465	15650	330	25000	133	267	267	4535	126755	5	0	0	0.017816	0.008498	0.809091	0.181400	5.070200
chr9	47452770	47457770	PAN027Pat_iPSC	1498	1643	3141	64	8	11984	25128	512	40000	238	477	477	15568	345880	8	0	0	0.019860	0.009472	0.931641	0.389200	8.647000
chr9	45752770	45757770	PAN027Pat_iPSC	1511	1623	3134	65	2	3022	6268	130	10000	33	121	121	446	31912	2	0	0	0.010920	0.005265	0.930769	0.044600	3.191200
chr9	47012770	47017770	PAN027Pat_iPSC	1501	1616	3117	67	6	9006	18702	402	30000	98	311	311	7206	172134	6	0	0	0.010882	0.005240	0.773632	0.240200	5.737800
chr9	46057770	46062770	PAN027Pat_iPSC	1513	1615	3128	69	5	7565	15640	345	25000	689	245	244	24210	143405	4	1	0	0.091077	0.044054	0.707246	0.968400	5.736200
chr9	46462770	46467770	PAN027Pat_iPSC	1500	1620	3120	71	3	4500	9360	213	15000	111	193	193	4452	59133	3	0	0	0.024667	0.011859	0.906103	0.296800	3.942200
chr9	47717770	47722770	PAN027Pat_iPSC	1530	1618	3148	63	6	9180	18888	378	30000	288	361	361	10524	191046	6	0	0	0.031373	0.015248	0.955026	0.350800	6.368200
chr9	45857770	45862770	PAN027Pat_iPSC	1517	1622	3139	69	4	6068	12556	276	20000	219	275	275	8764	79616	4	0	0	0.036091	0.017442	0.996377	0.438200	3.980800
chr9	47877770	47882770	PAN027Pat_iPSC	1521	1627	3148	64	1	1521	3148	64	5000	17	64	64	444	16436	1	0	0	0.011177	0.005400	1.000000	0.088800	3.287200
chr9	47117770	47122770	PAN027Pat_iPSC	1501	1628	3129	62	8	12008	25032	496	40000	363	452	452	18720	323136	8	0	0	0.030230	0.014501	0.911290	0.468000	8.078400
chr9	45417770	45422770	PAN027Pat_iPSC	1509	1616	3125	67	3	4527	9375	201	15000	99	198	198	2703	62652	3	0	0	0.021869	0.010560	0.985075	0.180200	4.176800
chr9	47522770	47527770	PAN027Pat_iPSC	1524	1619	3143	62	4	6096	12572	248	20000	106	210	210	5036	90832	4	0	0	0.017388	0.008431	0.846774	0.251800	4.541600
chr9	45822770	45827770	PAN027Pat_iPSC	1513	1621	3134	69	3	4539	9402	207	15000	99	190	190	2946	53400	3	0	0	0.021811	0.010530	0.917874	0.196400	3.560000
chr9	46567770	46572770	PAN027Pat_iPSC	1500	1623	3123	70	4	6000	12492	280	20000	460	241	241	18484	135804	4	0	0	0.076667	0.036824	0.860714	0.924200	6.790200
chr9	46972770	46977770	PAN027Pat_iPSC	1510	1623	3133	68	5	7550	15665	340	25000	320	324	323	13055	141825	4	1	0	0.042384	0.020428	0.950000	0.522200	5.673000
chr9	46127770	46132770	PAN027Pat_iPSC	1508	1629	3137	69	6	9048	18822	414	30000	532	404	404	30306	181854	6	0	0	0.058798	0.028265	0.975845	1.010200	6.061800
chr9	46532770	46537770	PAN027Pat_iPSC	1514	1622	3136	67	4	6056	12544	268	20000	86	259	259	2500	98812	4	0	0	0.014201	0.006856	0.966418	0.125000	4.940600
chr9	47277770	47282770	PAN027Pat_iPSC	1507	1616	3123	71	7	10549	21861	497	35000	344	446	446	20762	309757	7	0	0	0.032610	0.015736	0.897384	0.593200	8.850200
chr9	45577770	45582770	PAN027Pat_iPSC	1512	1620	3132	67	6	9072	18792	402	30000	334	328	328	20112	196218	6	0	0	0.036817	0.017774	0.815920	0.670400	6.540600
chr9	47682770	47687770	PAN027Pat_iPSC	1522	1621	3143	60	5	7610	15715	300	25000	147	291	291	5730	139290	5	0	0	0.019317	0.009354	0.970000	0.229200	5.571600
chr9	45982770	45987770	PAN027Pat_iPSC	1501	1610	3111	68	5	7505	15555	340	25000	650	219	219	17225	89220	5	0	0	0.086609	0.041787	0.644118	0.689000	3.568800
chr9	45222770	45227770	PAN027Pat_iPSC	1527	1620	3147	64	7	10689	22029	448	35000	179	411	411	9366	287777	7	0	0	0.016746	0.008126	0.917411	0.267600	8.222200
chr9	47242770	47247770	PAN027Pat_iPSC	1517	1627	3144	71	3	4551	9432	213	15000	33	171	171	7158	83442	3	0	0	0.007251	0.003499	0.802817	0.477200	5.562800
chr9	47947770	47952770	PAN027Pat_iPSC	1528	1614	3142	59	2	3056	6284	118	10000	164	103	103	3678	35280	2	0	0	0.053665	0.026098	0.872881	0.367800	3.528000
chr9	45382770	45387770	PAN027Pat_iPSC	1510	1622	3132	64	4	6040	12528	256	20000	363	220	220	11112	73856	4	0	0	0.060099	0.028975	0.859375	0.555600	3.692800
chr9	47797770	47802770	PAN027Pat_iPSC	1523	1620	3143	71	1	1523	3143	71	5000	73	70	70	473	5610	1	0	0	0.047932	0.023226	0.985915	0.094600	1.122000
chr9	46092770	46097770	PAN027Pat_iPSC	1510	1621	3131	67	6	9060	18786	402	30000	483	374	372	27516	215442	4	2	0	0.053311	0.025711	0.925373	0.917200	7.181400
chr9	46602770	46607770	PAN027Pat_iPSC	1503	1629	3132	79	3	4509	9396	237	15000	10	144	144	402	37497	3	0	0	0.002218	0.001064	0.607595	0.026800	2.499800
chr9	47347770	47352770	PAN027Pat_iPSC	1515	1616	3131	73	7	10605	21917	511	35000	114	467	467	3892	234843	7	0	0	0.010750	0.005201	0.913894	0.111200	6.709800
chr9	45647770	45652770	PAN027Pat_iPSC	1526	1619	3145	72	5	7630	15725	360	25000	183	323	323	7765	118860	5	0	0	0.023984	0.011638	0.897222	0.310600	4.754400
chr9	47752770	47757770	PAN027Pat_iPSC	1527	1619	3146	68	2	3054	6292	136	10000	23	134	134	4362	33444	2	0	0	0.007531	0.003655	0.985294	0.436200	3.344400
chr9	45497770	45502770	PAN027Pat_iPSC	1505	1616	3121	68	4	6020	12484	272	20000	215	250	250	7932	87952	4	0	0	0.035714	0.017222	0.919118	0.396600	4.397600
chr9	47312770	47317770	PAN027Pat_iPSC	1496	1633	3129	65	8	11968	25032	520	40000	123	426	426	4832	293928	8	0	0	0.010277	0.004914	0.819231	0.120800	7.348200
chr9	46357770	46362770	PAN027Pat_iPSC	1505	1629	3134	66	6	9030	18804	396	30000	187	388	388	16344	260658	6	0	0	0.020709	0.009945	0.979798	0.544800	8.688600
chr9	46762770	46767770	PAN027Pat_iPSC	1507	1615	3122	75	2	3014	6244	150	10000	62	139	139	2672	46548	2	0	0	0.020571	0.009930	0.926667	0.267200	4.654800
chr9	45452770	45457770	PAN027Pat_iPSC	1503	1629	3132	69	10	15030	31320	690	50000	343	571	571	24130	525710	10	0	0	0.022821	0.010951	0.827536	0.482600	10.514200
chr9	47067770	47072770	PAN027Pat_iPSC	1498	1637	3135	69	3	4494	9405	207	15000	68	190	190	4551	77337	3	0	0	0.015131	0.007230	0.917874	0.303400	5.155800
chr9	47472770	47477770	PAN027Pat_iPSC	1494	1620	3114	67	4	5976	12456	268	20000	56	253	253	1572	105524	4	0	0	0.009371	0.004496	0.944030	0.078600	5.276200
chr9	46162770	46167770	PAN027Pat_iPSC	1520	1617	3137	67	1	1520	3137	67	5000	9	67	67	304	9654	1	0	0	0.005921	0.002869	1.000000	0.060800	1.930800
chr9	45717770	45722770	PAN027Pat_iPSC	1503	1621	3124	66	4	6012	12496	264	20000	127	244	244	3396	86628	4	0	0	0.021124	0.010163	0.924242	0.169800	4.331400
chr9	46867770	46872770	PAN027Pat_iPSC	1516	1617	3133	71	3	4548	9399	213	15000	249	205	205	5460	58545	3	0	0	0.054749	0.026492	0.962441	0.364000	3.903000
chr9	46427770	46432770	PAN027Pat_iPSC	1512	1615	3127	69	4	6048	12508	276	20000	148	262	262	4332	75668	4	0	0	0.024471	0.011832	0.949275	0.216600	3.783400
chr9	46832770	46837770	PAN027Pat_iPSC	1507	1621	3128	68	4	6028	12512	272	20000	108	264	264	2836	77164	4	0	0	0.017916	0.008632	0.970588	0.141800	3.858200
chr9	47577770	47582770	PAN027Pat_iPSC	1519	1627	3146	73	3	4557	9438	219	15000	28	139	139	2373	41532	3	0	0	0.006144	0.002967	0.634703	0.158200	2.768800
chr9	45877770	45882770	PAN027Pat_iPSC	1514	1621	3135	72	3	4542	9405	216	15000	625	206	206	17223	30957	3	0	0	0.137605	0.066454	0.953704	1.148200	2.063800
chr9	47137770	47142770	PAN027Pat_iPSC	1510	1627	3137	65	10	15100	31370	650	50000	397	562	562	24760	549690	10	0	0	0.026291	0.012655	0.864615	0.495200	10.993800
chr9	47542770	47547770	PAN027Pat_iPSC	1516	1618	3134	57	6	9096	18804	342	30000	150	323	323	7530	196656	6	0	0	0.016491	0.007977	0.944444	0.251000	6.555200
chr9	46587770	46592770	PAN027Pat_iPSC	1509	1620	3129	68	3	4527	9387	204	15000	178	195	195	4569	54912	3	0	0	0.039320	0.018962	0.955882	0.304600	3.660800
chr9	46992770	46997770	PAN027Pat_iPSC	1499	1630	3129	62	3	4497	9387	186	15000	37	176	176	1473	67893	3	0	0	0.008228	0.003942	0.946237	0.098200	4.526200
chr9	45277770	45282770	PAN027Pat_iPSC	1518	1619	3137	64	4	6072	12548	256	20000	110	115	115	4412	61488	4	0	0	0.018116	0.008766	0.449219	0.220600	3.074400
chr9	45682770	45687770	PAN027Pat_iPSC	1495	1620	3115	69	8	11960	24920	552	40000	428	478	478	27488	359176	8	0	0	0.035786	0.017175	0.865942	0.687200	8.979400
chr9	47807770	47812770	PAN027Pat_iPSC	1527	1627	3154	62	4	6108	12616	248	20000	102	228	228	6308	113636	4	0	0	0.016699	0.008085	0.919355	0.315400	5.681800
chr9	45242770	45247770	PAN027Pat_iPSC	1517	1627	3144	59	6	9102	18864	354	30000	92	287	287	5880	178272	6	0	0	0.010108	0.004877	0.810734	0.196000	5.942400
chr9	46392770	46397770	PAN027Pat_iPSC	1513	1618	3131	70	9	13617	28179	630	45000	188	593	593	14355	482346	9	0	0	0.013806	0.006672	0.941270	0.319000	10.718800
chr9	46902770	46907770	PAN027Pat_iPSC	1510	1616	3126	74	5	7550	15630	370	25000	236	348	348	9330	146590	5	0	0	0.031258	0.015099	0.940541	0.373200	5.863600
chr9	45947770	45952770	PAN027Pat_iPSC	1506	1625	3131	64	8	12048	25048	512	40000	634	450	450	48408	352632	8	0	0	0.052623	0.025311	0.878906	1.210200	8.815800
chr9	45797770	45802770	PAN027Pat_iPSC	1509	1621	3130	74	8	12072	25040	592	40000	950	534	534	49400	323912	8	0	0	0.078694	0.037939	0.902027	1.235000	8.097800
chr9	47207770	47212770	PAN027Pat_iPSC	1511	1621	3132	72	3	4533	9396	216	15000	154	212	212	2703	46422	3	0	0	0.033973	0.016390	0.981481	0.180200	3.094800
chr9	45507770	45512770	PAN027Pat_iPSC	1514	1619	3133	69	8	12112	25064	552	40000	243	518	518	15976	331952	8	0	0	0.020063	0.009695	0.938406	0.399400	8.298800
chr9	47612770	47617770	PAN027Pat_iPSC	1514	1639	3153	69	9	13626	28377	621	45000	219	591	591	20934	441513	9	0	0	0.016072	0.007718	0.951691	0.465200	9.811400
chr9	45912770	45917770	PAN027Pat_iPSC	1512	1615	3127	68	8	12096	25016	544	40000	920	495	495	43592	365336	8	0	0	0.076058	0.036776	0.909926	1.089800	9.133400
chr9	46657770	46662770	PAN027Pat_iPSC	1510	1621	3131	73	4	6040	12524	292	20000	153	284	284	9348	125556	4	0	0	0.025331	0.012217	0.972603	0.467400	6.277800
chr9	46217770	46222770	PAN027Pat_iPSC	1508	1617	3125	68	6	9048	18750	408	30000	540	311	311	23454	184494	6	0	0	0.059682	0.028800	0.762255	0.781800	6.149800
chr9	47367770	47372770	PAN027Pat_iPSC	1517	1615	3132	69	6	9102	18792	414	30000	282	385	385	16404	244854	6	0	0	0.030982	0.015006	0.929952	0.546800	8.161800
chr9	47772770	47777770	PAN027Pat_iPSC	1521	1623	3144	64	5	7605	15720	320	25000	72	315	315	3920	169880	5	0	0	0.009467	0.004580	0.984375	0.156800	6.795200
chr9	45312770	45317770	PAN027Pat_iPSC	1520	1613	3133	62	8	12160	25064	496	40000	337	462	462	22776	293328	8	0	0	0.027714	0.013446	0.931452	0.569400	7.333200
chr9	46022770	46027770	PAN027Pat_iPSC	1507	1616	3123	67	6	9042	18738	402	30000	1219	237	237	45564	154554	6	0	0	0.134815	0.065055	0.589552	1.518800	5.151800
chr9	47172770	47177770	PAN027Pat_iPSC	1506	1616	3122	68	7	10542	21854	476	35000	343	421	421	21574	307762	7	0	0	0.032537	0.015695	0.884454	0.616400	8.793200
chr9	45472770	45477770	PAN027Pat_iPSC	1494	1624	3118	67	7	10458	21826	469	35000	208	455	455	13433	302638	7	0	0	0.019889	0.009530	0.970149	0.383800	8.646800
chr9	46727770	46732770	PAN027Pat_iPSC	1509	1613	3122	69	5	7545	15610	345	25000	364	326	326	14290	122420	5	0	0	0.048244	0.023318	0.944928	0.571600	4.896800
chr9	46182770	46187770	PAN027Pat_iPSC	1502	1629	3131	69	6	9012	18786	414	30000	260	390	390	10980	189024	6	0	0	0.028850	0.013840	0.942029	0.366000	6.300800
chr9	47437770	47442770	PAN027Pat_iPSC	1514	1622	3136	72	5	7570	15680	360	25000	415	341	341	16245	146495	5	0	0	0.054822	0.026467	0.947222	0.649800	5.859800
chr9	45737770	45742770	PAN027Pat_iPSC	1520	1620	3140	63	5	7600	15700	315	25000	384	296	296	11180	126555	5	0	0	0.050526	0.024459	0.939683	0.447200	5.062200
chr9	47842770	47847770	PAN027Pat_iPSC	1516	1626	3142	63	3	4548	9426	189	15000	53	189	189	2514	72681	3	0	0	0.011653	0.005623	1.000000	0.167600	4.845400
chr9	46887770	46892770	PAN027Pat_iPSC	1504	1618	3122	73	10	15040	31220	730	50000	246	701	701	16070	502920	10	0	0	0.016356	0.007880	0.960274	0.321400	10.058400
chr9	47402770	47407770	PAN027Pat_iPSC	1492	1624	3116	72	2	2984	6232	144	10000	65	140	140	760	23370	2	0	0	0.021783	0.010430	0.972222	0.076000	2.337000
chr9	45542770	45547770	PAN027Pat_iPSC	1505	1616	3121	69	4	6020	12484	276	20000	52	235	235	1004	101916	4	0	0	0.008638	0.004165	0.851449	0.050200	5.095800
chr9	46297770	46302770	PAN027Pat_iPSC	1509	1625	3134	64	9	13581	28206	576	45000	400	497	497	20367	400599	9	0	0	0.029453	0.014181	0.862847	0.452600	8.902200
chr9	46287770	46292770	PAN027Pat_iPSC	1520	1608	3128	70	4	6080	12512	280	20000	219	249	249	7000	95000	4	0	0	0.036020	0.017503	0.889286	0.350000	4.750000
chr9	46692770	46697770	PAN027Pat_iPSC	1508	1626	3134	69	4	6032	12536	276	20000	47	255	255	1980	86216	4	0	0	0.007792	0.003749	0.923913	0.099000	4.310800
chr9	46252770	46257770	PAN027Pat_iPSC	1511	1616	3127	73	8	12088	25016	584	40000	442	499	499	28512	385024	8	0	0	0.036565	0.017669	0.854452	0.712800	9.625600
chr9	47507770	47512770	PAN027Pat_iPSC	1520	1605	3125	67	5	7600	15625	335	25000	175	304	304	5830	147230	5	0	0	0.023026	0.011200	0.907463	0.233200	5.889200
chr9	45807770	45812770	PAN027Pat_iPSC	1505	1631	3136	67	7	10535	21952	469	35000	798	436	436	38836	215838	7	0	0	0.075748	0.036352	0.929638	1.109600	6.166800
chr9	47912770	47917770	PAN027Pat_iPSC	1529	1620	3149	63	11	16819	34639	693	55000	612	637	637	55649	631609	11	0	0	0.036387	0.017668	0.919192	1.011800	11.483800
chr9	46957770	46962770	PAN027Pat_iPSC	1507	1624	3131	72	7	10549	21917	504	35000	284	490	490	16541	249844	7	0	0	0.026922	0.012958	0.972222	0.472600	7.138400
chr9	46517770	46522770	PAN027Pat_iPSC	1510	1618	3128	68	6	9060	18768	408	30000	278	388	388	12768	193818	6	0	0	0.030684	0.014812	0.950980	0.425600	6.460600
chr9	46922770	46927770	PAN027Pat_iPSC	1500	1625	3125	70	5	7500	15625	350	25000	103	268	268	2535	99270	5	0	0	0.013733	0.006592	0.765714	0.101400	3.970800
chr9	47667770	47672770	PAN027Pat_iPSC	1522	1610	3132	72	2	3044	6264	144	10000	56	133	133	1880	31094	2	0	0	0.018397	0.008940	0.923611	0.188000	3.109400
chr9	45612770	45617770	PAN027Pat_iPSC	1510	1615	3125	67	5	7550	15625	335	25000	251	310	310	10265	135375	5	0	0	0.033245	0.016064	0.925373	0.410600	5.415000
chr9	47227770	47232770	PAN027Pat_iPSC	1514	1621	3135	69	7	10598	21945	483	35000	135	459	459	7889	265860	7	0	0	0.012738	0.006152	0.950311	0.225400	7.596000
chr9	47632770	47637770	PAN027Pat_iPSC	1519	1617	3136	69	5	7595	15680	345	25000	350	321	321	20285	157100	5	0	0	0.046083	0.022321	0.930435	0.811400	6.284000
chr9	46322770	46327770	PAN027Pat_iPSC	1505	1618	3123	66	2	3010	6246	132	10000	65	123	123	974	18792	2	0	0	0.021595	0.010407	0.931818	0.097400	1.879200
chr9	45367770	45372770	PAN027Pat_iPSC	1513	1624	3137	69	6	9078	18822	414	30000	297	387	387	12540	174738	6	0	0	0.032716	0.015779	0.934783	0.418000	5.824600
chr9	45772770	45777770	PAN027Pat_iPSC	1512	1623	3135	65	6	9072	18810	390	30000	299	355	355	13728	213906	6	0	0	0.032959	0.015896	0.910256	0.457600	7.130200
chr9	45332770	45337770	PAN027Pat_iPSC	1520	1611	3131	67	6	9120	18786	402	30000	387	379	379	18288	177786	6	0	0	0.042434	0.020600	0.942786	0.609600	5.926200
chr9	47032770	47037770	PAN027Pat_iPSC	1516	1613	3129	67	8	12128	25032	536	40000	194	453	453	12392	287768	8	0	0	0.015996	0.007750	0.845149	0.309800	7.194200
chr9	46077770	46082770	PAN027Pat_iPSC	1510	1627	3137	64	9	13590	28233	576	45000	1269	478	478	69030	387126	9	0	0	0.093377	0.044947	0.829861	1.534000	8.602800
chr9	46482770	46487770	PAN027Pat_iPSC	1514	1625	3139	72	5	7570	15695	360	25000	274	338	338	9340	138030	5	0	0	0.036196	0.017458	0.938889	0.373600	5.521200
chr9	47737770	47742770	PAN027Pat_iPSC	1520	1626	3146	67	4	6080	12584	268	20000	111	265	265	6784	124404	4	0	0	0.018257	0.008821	0.988806	0.339200	6.220200
chr9	47192770	47197770	PAN027Pat_iPSC	1503	1628	3131	68	7	10521	21917	476	35000	365	455	455	20489	252420	7	0	0	0.034693	0.016654	0.955882	0.585400	7.212000
chr9	47702770	47707770	PAN027Pat_iPSC	1524	1624	3148	71	7	10668	22036	497	35000	276	455	455	20692	331086	7	0	0	0.025872	0.012525	0.915493	0.591200	9.459600
chr9	46747770	46752770	PAN027Pat_iPSC	1508	1616	3124	74	5	7540	15620	370	25000	97	337	337	5150	133885	5	0	0	0.012865	0.006210	0.910811	0.206000	5.355400
chr9	45437770	45442770	PAN027Pat_iPSC	1503	1624	3127	65	8	12024	25016	520	40000	269	503	503	16816	351136	8	0	0	0.022372	0.010753	0.967308	0.420400	8.778400
chr9	46597770	46602770	PAN027Pat_iPSC	1520	1620	3140	67	3	4560	9420	201	15000	37	132	132	1638	33114	3	0	0	0.008114	0.003928	0.656716	0.109200	2.207600
chr9	45842770	45847770	PAN027Pat_iPSC	1504	1626	3130	69	2	3008	6260	138	10000	262	125	125	5178	22492	2	0	0	0.087101	0.041853	0.905797	0.517800	2.249200
chr9	47457770	47462770	PAN027Pat_iPSC	1508	1623	3131	65	7	10556	21917	455	35000	184	419	418	10773	302932	6	1	0	0.017431	0.008395	0.918681	0.307800	8.655200
chr9	47862770	47867770	PAN027Pat_iPSC	1525	1620	3145	71	5	7625	15725	355	25000	218	344	344	5920	151620	5	0	0	0.028590	0.013863	0.969014	0.236800	6.064800
chr9	47102770	47107770	PAN027Pat_iPSC	1519	1629	3148	62	5	7595	15740	310	25000	273	300	300	12210	156825	5	0	0	0.035945	0.017344	0.967742	0.488400	6.273000
chr9	45402770	45407770	PAN027Pat_iPSC	1513	1616	3129	71	4	6052	12516	284	20000	147	274	274	8048	98644	4	0	0	0.024289	0.011745	0.964789	0.402400	4.932200
chr9	46147770	46152770	PAN027Pat_iPSC	1514	1622	3136	72	7	10598	21952	504	35000	492	372	372	26516	201376	7	0	0	0.046424	0.022413	0.738095	0.757600	5.753600
chr9	46552770	46557770	PAN027Pat_iPSC	1508	1623	3131	67	4	6032	12524	268	20000	63	254	254	1304	92568	4	0	0	0.010444	0.005030	0.947761	0.065200	4.628400
chr9	46112770	46117770	PAN027Pat_iPSC	1513	1627	3140	65	4	6052	12560	260	20000	403	257	257	13788	112800	4	0	0	0.066590	0.032086	0.988462	0.689400	5.640000
chr9	47262770	47267770	PAN027Pat_iPSC	1533	1624	3157	74	4	6132	12628	296	20000	243	263	263	10668	103232	4	0	0	0.039628	0.019243	0.888514	0.533400	5.161600
chr9	45562770	45567770	PAN027Pat_iPSC	1504	1619	3123	68	2	3008	6246	136	10000	44	131	131	5184	46492	2	0	0	0.014628	0.007045	0.963235	0.518400	4.649200
chr9	46817770	46822770	PAN027Pat_iPSC	1506	1623	3129	71	2	3012	6258	142	10000	161	127	127	3080	38896	2	0	0	0.053453	0.025727	0.894366	0.308000	3.889600
chr9	47527770	47532770	PAN027Pat_iPSC	1516	1625	3141	68	5	7580	15705	340	25000	83	317	317	5555	168585	5	0	0	0.010950	0.005285	0.932353	0.222200	6.743400
chr9	47932770	47937770	PAN027Pat_iPSC	1519	1609	3128	67	8	12152	25024	536	40000	318	477	477	26856	392504	8	0	0	0.026169	0.012708	0.889925	0.671400	9.812600
chr9	46977770	46982770	PAN027Pat_iPSC	1512	1620	3132	73	4	6048	12528	292	20000	214	267	267	12344	103996	4	0	0	0.035384	0.017082	0.914384	0.617200	5.199800
chr9	46622770	46627770	PAN027Pat_iPSC	1512	1625	3137	71	3	4536	9411	213	15000	135	207	207	4791	62040	3	0	0	0.029762	0.014345	0.971831	0.319400	4.136000
chr9	45667770	45672770	PAN027Pat_iPSC	1498	1626	3124	69	6	8988	18744	414	30000	283	349	349	15336	207216	6	0	0	0.031486	0.015098	0.842995	0.511200	6.907200
chr9	45227770	45232770	PAN027Pat_iPSC	1519	1622	3141	68	7	10633	21987	476	35000	308	435	435	13146	238679	7	0	0	0.028966	0.014008	0.913866	0.375600	6.819400
chr9	47332770	47337770	PAN027Pat_iPSC	1495	1635	3130	63	6	8970	18780	378	30000	202	342	342	11844	227214	6	0	0	0.022520	0.010756	0.904762	0.394800	7.573800
chr9	45632770	45637770	PAN027Pat_iPSC	1518	1618	3136	67	4	6072	12544	268	20000	266	258	258	7916	103248	4	0	0	0.043808	0.021205	0.962687	0.395800	5.162400
chr9	46377770	46382770	PAN027Pat_iPSC	1514	1624	3138	69	8	12112	25104	552	40000	173	501	501	12304	458400	8	0	0	0.014283	0.006891	0.907609	0.307600	11.460000
chr9	46782770	46787770	PAN027Pat_iPSC	1510	1617	3127	72	5	7550	15635	360	25000	127	353	353	10540	144555	5	0	0	0.016821	0.008123	0.980556	0.421600	5.782200
chr9	46342770	46347770	PAN027Pat_iPSC	1520	1611	3131	65	8	12160	25048	520	40000	452	416	416	34816	316984	8	0	0	0.037171	0.018045	0.800000	0.870400	7.924600
chr9	47087770	47092770	PAN027Pat_iPSC	1489	1644	3133	65	9	13401	28197	585	45000	234	530	530	21231	499878	9	0	0	0.017461	0.008299	0.905983	0.471800	11.108400
chr9	45387770	45392770	PAN027Pat_iPSC	1497	1625	3122	68	3	4491	9366	204	15000	204	183	183	5640	51060	3	0	0	0.045424	0.021781	0.897059	0.376000	3.404000
chr9	47492770	47497770	PAN027Pat_iPSC	1519	1613	3132	73	7	10633	21924	511	35000	190	476	476	13174	255199	7	0	0	0.017869	0.008666	0.931507	0.376400	7.291400
chr9	46997770	47002770	PAN027Pat_iPSC	1506	1620	3126	66	6	9036	18756	396	30000	108	306	306	2802	152256	6	0	0	0.011952	0.005758	0.772727	0.093400	5.075200
chr9	47052770	47057770	PAN027Pat_iPSC	1514	1626	3140	64	4	6056	12560	256	20000	54	251	251	2228	83840	4	0	0	0.008917	0.004299	0.980469	0.111400	4.192000
chr9	46897770	46902770	PAN027Pat_iPSC	1507	1619	3126	73	5	7535	15630	365	25000	189	355	355	10660	178095	5	0	0	0.025083	0.012092	0.972603	0.426400	7.123800
chr9	47757770	47762770	PAN027Pat_iPSC	1524	1624	3148	68	4	6096	12592	272	20000	54	267	267	1288	82624	4	0	0	0.008858	0.004288	0.981618	0.064400	4.131200
chr9	45702770	45707770	PAN027Pat_iPSC	1507	1625	3132	74	7	10549	21924	518	35000	733	501	499	28798	270823	5	2	0	0.069485	0.033434	0.963320	0.822800	7.737800
chr9	46447770	46452770	PAN027Pat_iPSC	1510	1626	3136	64	2	3020	6272	128	10000	35	123	123	698	20374	2	0	0	0.011589	0.005580	0.960938	0.069800	2.037400
chr9	46007770	46012770	PAN027Pat_iPSC	1516	1615	3131	69	2	3032	6262	138	10000	404	110	110	10924	39600	2	0	0	0.133245	0.064516	0.797101	1.092400	3.960000
chr9	46412770	46417770	PAN027Pat_iPSC	1496	1620	3116	71	1	1496	3116	71	5000	28	68	68	442	8699	1	0	0	0.018717	0.008986	0.957746	0.088400	1.739800
chr9	47157770	47162770	PAN027Pat_iPSC	1500	1622	3122	68	8	12000	24976	544	40000	496	531	531	37032	403584	8	0	0	0.041333	0.019859	0.976103	0.925800	10.089600
chr9	45457770	45462770	PAN027Pat_iPSC	1511	1624	3135	68	9	13599	28215	612	45000	314	504	504	20214	388503	9	0	0	0.023090	0.011129	0.823529	0.449200	8.633400
chr9	47562770	47567770	PAN027Pat_iPSC	1526	1626	3152	65	4	6104	12608	260	20000	49	245	245	1040	91864	4	0	0	0.008028	0.003886	0.942308	0.052000	4.593200
chr9	45862770	45867770	PAN027Pat_iPSC	1511	1621	3132	71	3	4533	9396	213	15000	335	197	197	11211	58002	3	0	0	0.073902	0.035653	0.924883	0.747400	3.866800
chr9	47122770	47127770	PAN027Pat_iPSC	1512	1619	3131	71	4	6048	12524	284	20000	91	264	264	3968	127624	4	0	0	0.015046	0.007266	0.929577	0.198400	6.381200
chr9	46167770	46172770	PAN027Pat_iPSC	1511	1623	3134	75	1	1511	3134	75	5000	13	74	74	479	7930	1	0	0	0.008604	0.004148	0.986667	0.095800	1.586000
chr9	46572770	46577770	PAN027Pat_iPSC	1522	1625	3147	67	9	13698	28323	603	45000	521	543	543	38448	366552	9	0	0	0.038035	0.018395	0.900498	0.854400	8.145600
chr9	47827770	47832770	PAN027Pat_iPSC	1529	1630	3159	61	6	9174	18954	366	30000	261	351	351	15774	194622	6	0	0	0.028450	0.013770	0.959016	0.525800	6.487400
chr9	45262770	45267770	PAN027Pat_iPSC	1518	1606	3124	62	3	4554	9372	186	15000	25	177	177	1611	50094	3	0	0	0.005490	0.002668	0.951613	0.107400	3.339600
chr9	47282770	47287770	PAN027Pat_iPSC	1512	1625	3137	68	8	12096	25096	544	40000	177	503	503	15408	379528	8	0	0	0.014633	0.007053	0.924632	0.385200	9.488200
chr9	45967770	45972770	PAN027Pat_iPSC	1512	1611	3123	78	3	4536	9369	234	15000	330	216	216	11037	56310	3	0	0	0.072751	0.035223	0.923077	0.735800	3.754000
